customer_no,owner_indic,acct_type,utilization,utilization_count
7543,1,6,Low,2
7543,1,10,High,3
7543,1,10,Low,1
7543,1,13,Low,1
7544,1,10,High,1
7544,1,10,Low,2
7545,1,10,Low,3
7546,1,6,Low,6
7546,1,10,Low,3
7546,1,13,Low,1
7547,1,1,High,1
7547,1,5,High,1
7547,1,10,High,4
7547,1,10,Low,6
7548,1,6,Low,1
7548,1,10,Low,1
7549,1,1,High,1
7549,1,10,Low,5
7550,1,0,Low,1
7550,1,5,High,2
7550,1,6,Low,1
7550,1,10,High,3
7550,1,10,Low,6
7551,1,1,High,1
7551,1,6,Low,1
7551,1,10,High,2
7551,1,10,Low,3
7552,1,10,Low,3
7553,1,5,High,2
7553,1,10,Low,2
7554,1,10,Low,5
7554,4,35,Low,1
7555,1,5,High,1
7555,1,7,High,1
7555,1,10,Low,2
7556,1,10,High,1
7556,1,10,Low,2
7557,1,5,High,4
7557,1,5,Low,1
7557,1,6,Low,1
7557,1,10,High,3
7557,1,10,Low,5
7557,1,12,High,1
7557,1,51,High,1
7558,1,10,Low,2
7558,1,13,Low,2
7559,1,10,High,2
7559,1,10,Low,5
7559,4,2,High,1
7560,1,6,Low,2
7560,1,7,Low,1
7560,1,10,High,5
7561,1,5,High,1
7561,1,10,Low,2
7562,1,5,High,1
7562,1,10,Low,3
7562,1,13,Low,1
7563,1,6,Low,1
7563,1,10,High,1
7563,1,10,Low,3
7563,1,13,Low,1
7564,1,0,High,1
7564,1,5,High,2
7564,1,10,High,3
7564,1,10,Low,3
7565,1,10,Low,4
7565,1,13,Low,1
7566,1,0,High,1
7566,1,1,High,3
7566,1,5,High,3
7566,1,5,Low,1
7566,1,6,Low,6
7566,1,10,High,2
7566,1,10,Low,4
7567,1,2,High,2
7567,1,5,High,2
7567,1,10,High,6
7567,1,10,Low,22
7568,1,5,High,2
7568,1,10,High,1
7568,1,10,Low,2
7569,1,5,High,1
7569,1,6,Low,1
7569,1,10,High,1
7569,1,10,Low,5
7569,1,13,Low,2
7570,1,10,High,1
7570,1,10,Low,1
7570,1,13,Low,2
7571,1,1,High,1
7571,1,5,Low,4
7571,1,6,Low,1
7571,1,10,High,3
7571,1,10,Low,10
7571,2,10,High,1
7572,1,6,Low,5
7573,1,10,Low,3
7574,1,1,High,1
7574,1,10,High,2
7574,1,10,Low,5
7574,1,12,High,2
7575,1,5,High,1
7575,1,6,Low,1
7575,1,10,High,1
7575,1,10,Low,3
7575,1,13,Low,1
7575,1,32,High,1
7576,1,0,High,1
7576,1,1,High,3
7576,1,5,High,4
7576,1,6,Low,1
7576,1,10,Balanced,1
7576,1,10,High,1
7576,1,10,Low,3
7576,1,32,High,1
7576,4,3,High,2
7577,1,5,High,1
7578,1,10,High,2
7578,1,10,Low,4
7579,1,1,High,1
7579,1,1,Low,1
7579,1,2,High,3
7579,1,10,High,4
7579,1,10,Low,2
7579,4,2,High,1
7579,4,3,High,1
7580,1,5,Low,3
7580,1,10,Low,2
7580,1,12,High,1
7580,4,2,High,1
7581,1,5,High,2
7581,1,6,Low,12
7581,1,10,High,6
7581,1,10,Low,5
7581,4,13,Low,1
7582,1,1,High,1
7582,1,2,High,1
7582,1,5,High,1
7582,1,6,Low,3
7582,1,10,High,4
7582,1,10,Low,3
7582,1,12,High,1
7582,4,1,High,1
7582,4,2,High,4
7582,4,51,Low,2
7583,1,3,High,1
7583,1,6,Low,3
7583,1,10,High,4
7583,1,10,Low,1
7583,4,13,Low,1
7584,1,5,High,3
7584,1,10,Low,7
7584,1,13,Low,1
7585,1,1,High,2
7585,1,6,Low,2
7585,1,10,High,5
7585,1,10,Low,4
7585,1,13,Low,2
7586,1,1,High,1
7586,1,2,High,1
7586,1,5,High,3
7586,1,6,High,1
7586,1,6,Low,2
7586,1,10,High,6
7586,1,10,Low,5
7586,4,5,High,1
7587,1,1,High,2
7587,1,10,High,1
7587,1,10,Low,2
7588,1,6,Low,1
7588,1,10,High,1
7588,1,10,Low,2
7588,3,17,High,1
7589,1,5,High,1
7589,1,10,High,4
7589,1,10,Low,2
7589,4,17,High,1
7590,1,10,High,1
7590,1,10,Low,1
7591,1,6,Low,2
7591,1,10,High,1
7591,1,10,Low,2
7592,1,10,Low,1
7593,1,1,High,3
7593,1,5,Low,1
7593,1,10,High,1
7593,1,10,Low,8
7594,1,10,Low,1
7595,1,2,High,1
7595,1,6,High,1
7595,1,6,Low,1
7595,1,9,High,1
7595,1,10,High,2
7595,1,10,Low,11
7595,2,10,High,1
7595,4,2,High,2
7596,1,5,High,1
7596,1,10,Low,1
7597,1,1,High,2
7597,1,6,Low,9
7597,1,10,Low,4
7598,1,10,High,2
7598,3,1,High,1
7598,4,2,High,1
7599,1,10,High,1
7599,3,0,High,4
7599,3,2,High,1
7599,4,2,High,1
7599,4,51,High,1
7600,1,1,High,1
7600,1,10,High,2
7600,1,10,Low,2
7601,1,10,High,1
7601,1,10,Low,2
7601,1,13,Low,1
7602,1,1,High,1
7602,1,10,Low,1
7603,1,5,High,5
7603,1,5,Low,1
7603,1,6,Low,14
7603,1,10,High,2
7603,1,10,Low,2
7604,1,10,High,4
7604,1,10,Low,4
7604,3,3,High,1
7604,4,3,High,4
7605,1,1,High,1
7605,1,5,High,1
7605,1,6,Low,6
7605,1,7,High,1
7605,1,10,High,6
7605,1,10,Low,7
7605,1,13,Low,2
7606,1,5,High,1
7606,1,10,High,5
7606,3,1,High,1
7607,1,5,High,1
7607,1,10,Low,4
7607,1,13,Low,1
7608,1,7,High,1
7608,1,7,Low,3
7608,1,10,High,1
7608,1,10,Low,1
7609,1,2,High,1
7609,1,10,High,1
7609,1,10,Low,7
7610,1,5,High,1
7610,1,10,High,1
7610,1,10,Low,2
7611,1,10,Low,3
7611,1,51,High,1
7612,1,1,High,1
7612,1,6,Low,1
7612,1,10,Low,4
7613,1,0,Low,1
7613,1,6,Low,2
7613,1,10,High,1
7613,1,10,Low,1
7614,1,0,High,1
7614,1,1,High,1
7614,1,6,Low,2
7614,1,10,High,1
7614,1,10,Low,8
7614,3,2,High,1
7614,4,2,High,1
7615,1,0,High,1
7615,1,1,High,2
7615,1,1,Low,1
7615,1,5,High,1
7615,1,6,Low,2
7615,1,10,High,12
7615,1,10,Low,5
7616,1,10,High,1
7616,1,10,Low,1
7616,1,13,Low,1
7616,4,1,High,2
7617,1,10,Low,2
7618,1,10,High,1
7618,1,10,Low,1
7619,1,5,High,1
7619,1,10,High,6
7619,1,10,Low,2
7620,1,1,High,1
7620,1,6,Low,2
7620,1,10,Low,2
7621,1,0,High,1
7621,1,1,High,4
7621,1,5,High,3
7621,1,10,High,5
7621,1,10,Low,17
7621,1,13,Low,1
7621,2,10,Low,2
7622,1,0,Low,1
7622,1,1,High,2
7622,1,2,High,1
7622,1,2,Low,1
7622,1,5,High,6
7622,1,10,High,1
7622,1,10,Low,1
7622,1,13,Low,1
7623,1,1,High,1
7623,1,5,High,1
7623,1,5,Low,1
7623,1,10,High,1
7623,1,10,Low,3
7623,1,13,Low,1
7624,1,10,Low,2
7625,1,0,High,1
7625,1,5,High,2
7625,1,10,High,2
7625,1,10,Low,4
7625,4,2,High,1
7626,1,6,Low,11
7626,1,10,Low,4
7627,1,2,High,1
7627,1,4,Low,2
7627,1,5,High,1
7627,1,10,High,5
7627,1,10,Low,3
7627,1,12,High,1
7627,1,13,Low,1
7627,2,10,High,1
7628,1,10,High,2
7628,1,10,Low,4
7629,1,5,High,1
7629,1,10,High,1
7630,1,1,High,1
7630,1,2,High,2
7630,1,5,High,2
7630,1,10,High,3
7630,1,10,Low,2
7630,4,3,High,2
7631,1,0,High,1
7631,1,5,Low,1
7631,1,10,High,2
7631,1,10,Low,3
7631,1,13,Low,4
7631,4,2,High,1
7632,1,1,High,1
7632,1,5,Low,1
7632,1,10,High,2
7632,1,10,Low,3
7632,1,13,Low,1
7632,3,3,High,1
7633,1,10,Low,2
7634,1,6,Low,4
7634,1,10,Low,2
7634,1,13,Low,1
7635,1,5,High,1
7635,1,10,Balanced,1
7635,1,10,High,2
7635,1,10,Low,2
7635,1,15,High,3
7635,4,1,High,1
7636,1,10,Low,2
7637,1,0,High,1
7637,1,1,High,1
7637,1,5,High,2
7637,1,6,Low,6
7637,1,10,High,2
7637,1,10,Low,5
7637,1,12,High,1
7637,1,13,High,1
7637,2,10,Low,1
7638,1,0,Low,1
7638,1,6,Low,10
7638,1,10,High,3
7638,1,51,High,1
7639,1,5,High,1
7639,1,10,Low,2
7640,1,0,High,2
7640,1,1,High,1
7640,1,5,Low,1
7640,1,10,High,1
7640,1,10,Low,2
7641,1,10,Low,3
7642,1,5,High,1
7642,1,6,High,1
7642,1,6,Low,2
7642,1,10,Balanced,1
7642,1,10,High,2
7642,1,10,Low,6
7642,1,12,High,1
7643,1,5,High,1
7643,1,6,Low,2
7643,1,10,Low,2
7644,1,10,Low,2
7645,1,10,Low,1
7645,1,13,Low,1
7646,1,1,High,1
7646,1,10,High,4
7646,1,10,Low,1
7647,1,1,High,1
7647,1,5,High,3
7647,1,10,High,1
7647,1,10,Low,5
7647,1,13,Low,1
7648,1,5,High,1
7648,1,5,Low,1
7648,1,13,Low,2
7649,1,5,High,5
7649,1,5,Low,1
7649,1,10,Low,3
7650,1,1,High,1
7650,1,2,High,1
7650,1,5,High,2
7650,1,6,Low,3
7650,1,10,Low,1
7651,1,10,Low,7
7652,1,6,Low,1
7652,1,10,High,1
7652,1,10,Low,1
7653,1,10,High,2
7653,1,10,Low,3
7654,1,5,High,1
7654,1,6,Low,13
7654,1,10,High,3
7654,1,10,Low,2
7654,1,13,Low,1
7655,1,10,High,5
7655,1,10,Low,7
7656,1,5,High,3
7656,1,5,Low,1
7656,1,10,High,1
7656,1,10,Low,9
7656,4,3,High,1
7657,1,6,Low,2
7657,1,10,High,1
7657,1,10,Low,5
7657,4,2,High,1
7658,1,1,High,1
7658,1,5,High,1
7658,1,10,Low,2
7659,1,5,High,2
7659,1,6,Low,2
7659,1,10,High,2
7659,1,10,Low,1
7660,1,5,Low,2
7660,1,6,High,1
7660,1,6,Low,3
7660,1,7,Low,3
7660,1,10,High,1
7660,1,10,Low,3
7661,1,0,Low,1
7661,1,1,High,2
7661,1,5,Low,1
7661,1,6,Low,3
7661,1,7,High,1
7661,1,7,Low,3
7661,1,10,High,3
7661,1,10,Low,2
7661,1,13,Low,1
7661,1,53,High,1
7662,1,1,High,5
7662,1,6,Low,1
7662,1,10,High,3
7662,1,13,Low,1
7663,1,6,Low,1
7663,1,10,Low,1
7664,1,0,Low,2
7664,1,6,Low,1
7664,1,10,High,1
7664,1,10,Low,2
7665,1,10,Low,2
7665,1,13,Low,1
7665,4,5,High,1
7666,1,1,High,2
7666,1,1,Low,1
7666,1,2,High,1
7666,1,5,High,11
7666,1,10,High,10
7666,1,10,Low,13
7666,1,12,High,1
7666,2,10,High,2
7666,4,5,High,1
7667,1,0,High,1
7667,1,5,High,2
7667,1,10,High,2
7667,1,10,Low,5
7668,1,5,High,1
7668,1,5,Low,1
7668,1,6,Low,1
7668,1,10,High,1
7668,1,10,Low,1
7669,1,5,Low,2
7669,1,10,High,4
7669,1,10,Low,4
7669,1,13,Low,3
7670,1,6,Low,4
7670,1,7,High,1
7670,1,10,High,1
7671,1,1,High,1
7671,1,5,High,1
7671,1,5,Low,1
7671,1,10,High,2
7671,1,10,Low,2
7671,4,2,High,1
7671,4,2,Low,1
7672,1,5,High,5
7672,1,5,Low,1
7672,1,6,Low,2
7672,1,10,High,5
7672,1,10,Low,4
7673,1,5,High,1
7673,1,6,Low,1
7673,1,10,High,2
7673,1,10,Low,4
7674,1,5,Low,1
7674,1,6,Low,3
7674,1,7,High,1
7674,1,7,Low,4
7674,1,10,High,1
7674,1,10,Low,1
7675,1,5,High,2
7675,1,10,High,2
7675,1,10,Low,2
7675,1,13,Low,1
7676,1,10,High,6
7676,1,10,Low,5
7676,1,13,Low,2
7677,1,5,High,1
7677,1,10,Low,3
7678,1,5,High,2
7678,1,10,High,2
7678,1,10,Low,1
7679,1,1,High,1
7679,1,6,Low,2
7679,1,10,High,2
7679,1,10,Low,2
7679,1,12,High,1
7679,1,32,High,1
7680,1,1,High,3
7680,1,2,High,1
7680,1,6,Low,1
7680,1,10,High,6
7680,1,10,Low,17
7680,1,13,Low,1
7680,4,2,High,2
7681,1,10,Low,3
7682,1,1,High,1
7682,1,10,High,3
7682,1,10,Low,1
7682,4,2,High,1
7683,1,1,High,2
7683,1,5,High,1
7683,1,6,Low,6
7683,1,10,High,6
7683,1,10,Low,3
7683,4,1,High,2
7684,1,10,High,2
7684,1,10,Low,1
7685,1,10,High,1
7685,1,10,Low,1
7686,1,5,High,2
7686,1,10,High,4
7686,1,10,Low,2
7686,1,13,Low,1
7687,1,1,High,2
7687,1,5,High,1
7687,1,5,Low,1
7687,1,10,High,1
7687,1,10,Low,2
7687,4,2,High,1
7688,1,0,High,1
7688,1,5,High,2
7688,1,5,Low,2
7688,1,10,Low,10
7688,3,6,Low,1
7689,1,0,High,1
7689,1,10,Low,3
7690,1,6,Low,3
7690,1,10,Low,3
7691,1,0,High,1
7691,1,5,High,1
7691,1,5,Low,1
7691,1,6,Low,4
7691,1,10,High,4
7692,1,0,Low,6
7692,1,6,Low,3
7692,1,7,Low,3
7692,1,10,Low,3
7692,1,13,Low,1
7692,4,2,High,1
7693,1,5,High,2
7693,1,7,Low,7
7693,1,10,High,1
7693,1,10,Low,2
7693,1,32,High,1
7694,1,6,Low,2
7694,1,10,High,1
7694,1,10,Low,2
7695,1,10,High,1
7695,1,10,Low,3
7696,1,1,High,1
7696,1,5,High,1
7696,1,6,Low,1
7696,1,10,High,1
7696,1,10,Low,1
7696,1,13,Low,1
7697,1,5,Low,2
7697,1,10,Low,4
7698,1,5,Low,1
7698,1,10,Low,2
7699,1,10,High,1
7699,1,10,Low,2
7699,1,13,Low,1
7699,3,1,Low,1
7700,1,0,High,1
7700,1,5,High,8
7700,1,10,High,5
7700,1,10,Low,6
7700,4,1,High,1
7701,1,5,High,2
7702,1,3,High,2
7702,1,5,High,4
7702,1,6,Low,2
7702,1,10,Low,4
7702,3,2,High,2
7703,1,5,High,2
7703,1,6,Low,1
7703,1,10,High,1
7703,1,10,Low,6
7703,1,12,High,1
7704,1,0,High,1
7704,1,5,High,13
7704,1,5,Low,3
7704,1,6,Low,4
7704,1,10,High,9
7704,1,10,Low,13
7704,2,10,Low,1
7705,1,0,Low,1
7705,1,1,High,2
7705,1,2,High,1
7705,1,5,High,2
7705,1,6,Low,1
7705,1,10,High,2
7705,1,10,Low,1
7706,1,10,Low,4
7707,1,0,High,1
7707,1,1,High,1
7707,1,5,High,1
7707,1,10,Low,3
7707,4,1,High,1
7708,1,5,High,4
7708,1,5,Low,1
7708,1,7,High,3
7708,1,7,Low,3
7708,1,10,Balanced,1
7708,1,10,High,5
7708,1,10,Low,7
7708,1,13,Low,1
7708,1,53,High,2
7709,1,1,High,1
7709,1,6,Low,3
7709,1,10,High,2
7709,1,10,Low,7
7709,2,10,High,1
7710,1,1,High,2
7710,1,10,High,3
7710,1,10,Low,6
7710,3,0,High,1
7710,3,12,High,1
7710,3,52,High,1
7711,1,0,Low,1
7711,1,5,High,2
7711,1,6,Low,3
7711,1,7,High,2
7711,1,10,High,5
7711,1,10,Low,1
7711,1,12,High,1
7711,1,52,High,1
7712,1,1,High,2
7712,1,5,High,1
7712,1,6,Low,2
7712,1,10,High,9
7712,1,10,Low,7
7713,1,5,High,2
7713,1,6,Low,3
7713,1,10,High,4
7713,1,10,Low,2
7713,1,12,High,2
7713,1,13,Low,1
7714,1,5,High,1
7714,1,10,Low,3
7715,1,5,High,2
7715,1,10,High,1
7715,1,10,Low,3
7716,1,0,High,1
7716,1,5,High,2
7716,1,10,High,1
7716,1,10,Low,3
7716,1,13,Low,1
7717,1,0,High,1
7717,1,1,High,1
7717,1,6,Low,2
7717,1,10,High,2
7717,1,10,Low,2
7717,2,10,Low,1
7717,3,2,High,1
7717,4,1,High,1
7718,1,1,High,1
7718,1,10,Low,4
7718,4,17,High,3
7719,1,5,High,4
7719,1,6,Low,2
7719,1,8,High,1
7719,1,10,High,1
7719,1,10,Low,2
7720,1,1,High,2
7720,1,6,Low,1
7720,1,10,Low,1
7721,1,5,High,2
7721,1,6,Low,1
7721,1,7,High,1
7721,1,7,Low,1
7721,1,10,High,2
7721,1,10,Low,1
7722,1,5,High,1
7722,1,10,High,1
7722,1,10,Low,2
7723,1,5,High,1
7723,1,6,Low,2
7723,1,10,High,1
7723,1,10,Low,1
7723,1,13,Low,2
7724,1,3,High,2
7724,1,5,Low,2
7724,1,10,High,1
7724,1,10,Low,2
7724,1,13,Low,1
7725,1,1,High,1
7725,1,5,High,6
7725,1,6,Low,1
7725,1,10,High,1
7725,1,10,Low,3
7726,1,5,High,1
7726,1,10,Low,2
7726,1,13,Low,1
7727,1,10,High,1
7727,1,10,Low,4
7727,1,13,Low,1
7727,4,2,High,1
7728,1,0,Low,1
7728,1,5,High,1
7728,1,6,Low,1
7728,1,10,Low,4
7729,1,1,High,1
7729,1,5,High,4
7729,1,6,Low,1
7729,1,10,High,1
7729,1,10,Low,2
7729,1,13,Low,1
7730,1,6,Low,1
7730,1,10,High,1
7730,1,10,Low,3
7730,1,13,High,1
7730,4,0,High,1
7731,1,5,High,2
7731,1,6,Low,1
7731,1,10,High,5
7731,1,10,Low,5
7731,1,12,Low,1
7731,1,32,High,1
7732,1,2,High,1
7732,1,5,High,1
7732,1,10,High,2
7732,1,10,Low,1
7732,1,12,High,1
7733,1,2,High,1
7733,1,10,Low,1
7734,1,0,High,1
7734,1,10,High,3
7734,1,10,Low,6
7735,1,10,High,3
7735,1,10,Low,3
7736,1,6,Low,2
7736,1,10,Low,2
7736,1,13,Low,1
7736,4,1,High,1
7737,1,1,High,1
7737,1,5,High,1
7737,1,10,High,3
7737,1,10,Low,6
7738,1,5,High,5
7738,1,10,High,2
7738,1,10,Low,1
7739,1,1,High,3
7739,1,10,Low,3
7740,1,10,High,2
7741,1,5,Low,1
7741,1,10,Low,1
7741,1,13,Low,1
7742,1,10,High,4
7742,1,10,Low,1
7743,1,1,High,1
7743,1,5,High,1
7743,1,6,Low,5
7743,1,10,Low,4
7743,1,13,Low,1
7744,1,5,Low,1
7744,1,7,High,3
7744,1,7,Low,10
7744,1,10,Low,1
7744,4,13,Low,1
7745,1,5,Low,1
7745,1,6,Low,2
7745,1,10,Low,1
7746,1,0,High,1
7746,1,6,Low,1
7746,1,10,High,1
7746,1,10,Low,4
7746,1,13,Low,1
7747,1,5,High,3
7747,1,10,Low,4
7748,1,5,High,1
7748,1,6,Low,1
7748,1,10,High,2
7748,1,10,Low,2
7748,1,13,High,1
7749,1,5,High,1
7749,1,10,High,2
7749,1,10,Low,1
7750,1,5,High,1
7750,1,5,Low,2
7750,1,10,High,1
7750,1,10,Low,4
7750,1,13,Low,1
7751,1,0,Low,1
7751,1,2,High,1
7751,1,5,High,1
7751,1,5,Low,1
7751,1,6,Low,1
7751,1,10,High,2
7751,1,10,Low,2
7752,1,5,High,3
7752,1,5,Low,1
7752,1,6,Low,8
7752,1,7,Low,1
7752,1,10,High,2
7752,1,10,Low,2
7752,1,12,High,1
7752,4,5,High,1
7753,1,1,High,2
7753,1,2,High,1
7753,1,3,High,1
7753,1,5,High,2
7753,1,6,Low,2
7753,1,10,High,4
7753,1,10,Low,5
7753,1,13,Low,1
7753,4,2,High,1
7754,1,0,Low,1
7754,1,7,High,10
7754,1,7,Low,5
7754,1,10,Low,2
7754,1,53,Low,2
7755,1,5,High,1
7755,1,10,Low,2
7756,1,6,Low,1
7756,1,10,High,1
7756,1,10,Low,1
7757,1,6,Low,3
7757,1,10,High,1
7757,1,10,Low,2
7757,1,13,Low,2
7757,4,1,Low,1
7758,1,0,High,1
7758,1,5,High,1
7758,1,5,Low,1
7758,1,6,Low,2
7758,1,10,Low,2
7758,1,13,Low,2
7759,1,1,High,1
7759,1,2,High,1
7759,1,6,Low,1
7759,1,7,High,5
7759,1,10,High,2
7759,1,10,Low,8
7759,1,13,Low,1
7760,1,1,High,1
7760,1,5,High,1
7760,1,10,High,4
7760,1,10,Low,3
7760,1,32,High,2
7760,4,2,High,1
7761,1,0,High,1
7761,1,1,Low,1
7761,1,5,High,5
7761,1,5,Low,1
7761,1,10,High,5
7761,1,10,Low,3
7761,1,13,Low,2
7761,3,2,High,1
7762,1,1,High,1
7762,1,5,High,1
7762,1,10,High,1
7762,2,10,Low,1
7763,1,5,High,1
7763,1,10,High,1
7763,1,10,Low,1
7763,1,12,Low,1
7764,1,6,Low,1
7764,1,10,High,1
7764,1,10,Low,1
7765,1,5,High,1
7765,1,6,Low,1
7765,1,8,High,2
7765,1,10,High,1
7765,1,10,Low,2
7765,1,12,High,1
7766,1,1,High,1
7766,1,10,High,1
7766,1,10,Low,2
7766,1,13,Low,1
7767,1,0,Low,2
7767,1,6,Low,2
7767,1,10,Low,3
7768,1,2,High,2
7768,1,10,High,2
7768,1,10,Low,6
7769,1,1,High,1
7769,1,5,High,3
7769,1,5,Low,1
7769,1,10,Low,8
7769,4,2,High,1
7769,4,3,High,1
7770,1,6,Low,3
7770,1,10,Low,2
7771,1,5,High,1
7771,1,6,Low,3
7771,1,7,High,10
7771,1,10,High,4
7771,1,10,Low,6
7771,4,2,High,1
7772,1,1,High,1
7772,1,10,High,2
7772,1,10,Low,1
7772,1,13,Low,1
7772,4,2,High,1
7773,1,5,Low,1
7773,1,6,Low,5
7773,1,10,High,4
7773,1,10,Low,5
7773,1,13,Low,1
7774,1,1,High,3
7774,1,5,High,3
7774,1,5,Low,3
7774,1,6,Low,6
7774,1,10,Balanced,1
7774,1,10,High,4
7774,1,10,Low,1
7774,1,13,Low,5
7774,1,32,High,1
7775,1,10,High,1
7775,1,10,Low,3
7775,1,13,Low,1
7775,1,15,High,1
7775,1,15,Low,5
7776,1,5,High,8
7776,1,5,Low,2
7776,1,10,Low,6
7777,1,1,High,1
7777,1,5,Low,1
7777,1,10,High,2
7777,1,10,Low,5
7778,1,1,High,2
7778,1,1,Low,1
7778,1,6,Low,1
7778,1,10,High,2
7778,1,10,Low,3
7778,1,12,High,1
7778,4,2,High,2
7778,4,3,High,2
7778,4,12,Low,1
7779,1,5,High,4
7779,1,6,Low,7
7779,1,10,Low,8
7779,2,10,High,1
7779,4,35,High,1
7780,1,10,High,14
7780,1,10,Low,10
7780,2,10,High,3
7780,2,10,Low,1
7780,4,35,Low,1
7781,1,7,High,1
7781,1,10,High,1
7781,1,10,Low,5
7781,4,2,High,1
7782,1,2,High,1
7782,1,10,High,1
7782,1,10,Low,2
7782,1,13,Low,1
7783,1,5,High,5
7783,1,10,High,6
7783,1,10,Low,4
7784,1,10,High,2
7784,1,10,Low,1
7785,1,10,High,1
7785,1,10,Low,1
7785,1,32,High,1
7786,1,0,High,1
7786,1,1,High,2
7786,1,5,High,6
7786,1,5,Low,1
7786,1,6,High,1
7786,1,6,Low,7
7786,1,10,High,3
7786,1,13,Low,1
7787,1,1,High,1
7787,1,2,High,1
7787,1,6,Low,4
7787,1,7,High,5
7787,1,7,Low,2
7787,1,10,Balanced,1
7787,1,10,High,4
7787,1,10,Low,1
7787,4,0,High,1
7787,4,1,High,1
7788,1,5,High,5
7788,1,6,Low,3
7788,1,10,High,4
7788,1,10,Low,3
7789,1,0,High,1
7789,1,1,High,1
7789,1,5,High,1
7789,1,6,Low,5
7789,1,7,Low,1
7789,1,10,High,1
7789,1,10,Low,4
7789,1,12,High,1
7790,1,6,Low,7
7790,1,10,Low,2
7791,1,2,High,1
7791,1,5,High,1
7791,1,6,Low,1
7791,1,10,Low,2
7792,1,5,High,3
7792,1,10,Low,2
7793,1,0,High,1
7793,1,1,High,4
7793,1,2,High,1
7793,1,5,High,5
7793,1,5,Low,8
7793,1,6,Low,8
7793,1,10,High,9
7793,1,10,Low,12
7793,1,13,Low,3
7793,1,51,High,1
7793,2,10,Low,2
7793,4,1,High,1
7793,4,2,High,3
7793,4,3,High,2
7794,1,7,High,1
7794,1,10,High,3
7794,1,10,Low,1
7795,1,0,High,1
7795,1,1,High,1
7795,1,5,High,2
7795,1,6,Low,2
7795,1,10,High,8
7795,1,10,Low,4
7795,1,13,Low,1
7796,1,10,High,1
7796,1,10,Low,2
7797,1,0,High,1
7797,1,1,High,1
7797,1,5,High,2
7797,1,6,Low,1
7797,1,10,High,6
7797,1,10,Low,13
7797,2,10,High,1
7797,2,10,Low,2
7797,4,2,High,1
7798,1,10,High,1
7798,1,10,Low,3
7798,4,2,High,1
7799,1,1,Low,1
7799,1,10,High,1
7799,1,10,Low,1
7799,1,17,High,1
7799,3,17,High,2
7799,4,17,High,1
7800,1,0,High,1
7800,1,1,High,1
7800,1,5,High,3
7800,1,6,High,1
7800,1,6,Low,3
7800,1,10,High,3
7800,1,10,Low,2
7801,1,6,Low,1
7801,1,10,High,2
7801,1,10,Low,6
7802,1,0,Low,1
7802,1,5,High,1
7802,1,5,Low,3
7802,1,6,Low,3
7802,1,10,High,5
7802,1,10,Low,1
7802,1,13,Low,1
7803,1,0,Low,1
7803,1,1,High,2
7803,1,5,High,2
7803,1,5,Low,1
7803,1,6,Low,6
7803,1,10,High,1
7803,1,10,Low,4
7803,1,13,Low,2
7803,4,13,Low,1
7804,1,6,Low,5
7804,1,10,Low,2
7804,1,13,Low,1
7805,1,1,High,1
7805,1,10,High,1
7805,1,10,Low,2
7806,1,1,High,1
7806,1,10,High,1
7806,1,10,Low,1
7807,1,0,High,3
7807,1,5,High,1
7807,1,7,High,2
7807,1,7,Low,10
7807,1,10,High,2
7807,1,10,Low,6
7807,3,1,High,1
7807,3,5,High,1
7808,1,5,High,4
7808,1,10,High,11
7808,1,10,Low,5
7808,3,8,High,1
7809,1,5,High,1
7809,1,5,Low,1
7809,1,6,Low,9
7809,1,7,High,2
7809,1,7,Low,7
7809,1,10,High,2
7809,1,10,Low,4
7809,1,13,Low,1
7810,1,5,High,1
7810,1,10,High,1
7810,1,10,Low,3
7810,1,13,Low,1
7811,1,1,High,1
7811,1,1,Low,1
7811,1,5,High,4
7811,1,6,Low,1
7811,1,10,High,8
7811,1,10,Low,5
7811,1,51,High,2
7811,4,5,High,1
7812,1,1,High,1
7812,1,6,Low,2
7812,1,10,Low,2
7813,1,6,Low,4
7813,1,10,High,1
7813,1,10,Low,1
7814,1,10,Low,1
7815,1,0,High,2
7815,1,1,High,4
7815,1,5,High,9
7815,1,5,Low,1
7815,1,6,High,1
7815,1,6,Low,1
7815,1,10,High,3
7815,1,10,Low,12
7815,1,12,Low,1
7815,1,54,High,1
7815,3,6,High,1
7815,3,54,High,1
7816,1,10,High,3
7816,1,10,Low,5
7817,1,0,High,1
7817,1,1,High,1
7817,1,2,High,3
7817,1,5,High,1
7817,1,6,High,2
7817,1,6,Low,4
7817,1,10,High,8
7817,1,10,Low,8
7817,1,13,Low,1
7817,1,32,High,1
7817,4,2,High,1
7818,1,1,High,2
7818,1,2,High,1
7818,1,10,High,2
7818,1,10,Low,4
7818,1,15,High,1
7818,1,52,High,2
7819,1,5,High,1
7819,1,6,Low,2
7819,1,10,High,6
7819,1,12,High,1
7819,4,2,High,1
7819,4,51,Low,1
7820,1,5,Low,1
7820,1,6,Low,3
7820,1,10,High,1
7820,1,10,Low,3
7821,1,0,High,1
7821,1,1,High,1
7821,1,2,High,1
7821,1,5,High,1
7821,1,7,Low,1
7821,1,10,High,4
7821,1,10,Low,6
7822,1,1,High,1
7822,1,6,Low,1
7822,1,10,High,2
7822,1,10,Low,6
7822,1,13,Low,2
7823,1,1,High,1
7823,1,6,Low,1
7823,1,10,Low,4
7823,1,13,Low,1
7824,1,1,High,1
7824,1,6,Low,3
7824,1,10,Low,1
