,customer_no,owner_indic,count,acct_type,utilization,utilization_count,cur_balance_amt,enquiry_count
15519,5075,1,11,10,High,2,20892,7
15520,5075,1,11,10,Low,3,20892,7
15521,5076,1,5,1,High,1,0,4
15522,5076,1,5,5,High,1,63563,7
15523,5076,1,5,10,High,1,31819,16
15524,5076,1,5,10,Low,2,31819,16
15525,5077,1,3,5,High,2,175676,8
15526,5077,1,3,10,Low,1,44705,2
15527,5078,1,7,6,Low,2,0,2
15528,5078,1,7,10,High,4,0,6
15529,5078,1,7,10,Low,1,0,6
15530,5078,4,2,2,High,1,1807976,1
15531,5079,1,1,10,Low,1,7526,1
15532,5079,4,1,51,Low,1,0,2
15533,5080,1,8,6,Low,2,0,3
15534,5080,1,8,10,High,3,124520,7
15535,5080,1,8,10,Low,1,124520,7
15536,5080,4,2,1,High,1,0,2
15537,5080,4,2,2,High,1,1630183,1
15538,5081,1,15,5,High,2,76983,4
15539,5081,1,15,6,High,1,12796,3
15540,5081,1,15,6,Low,8,12796,3
15541,5081,1,15,10,High,4,117725,28
15542,5082,1,4,5,High,1,519387,7
15543,5082,1,4,6,Low,2,0,1
15544,5082,1,4,13,Low,1,13032,1
15545,5083,1,13,5,High,4,141362,8
15546,5083,1,13,5,Low,1,141362,8
15547,5083,1,13,6,Low,5,0,2
15548,5083,1,13,10,High,1,0,6
15549,5083,1,13,10,Low,2,0,6
15550,5084,1,4,10,Balanced,1,45604,8
15551,5084,1,4,10,High,1,45604,8
15552,5084,1,4,10,Low,1,45604,8
15553,5085,1,4,6,Low,2,0,2
15554,5085,1,4,10,Low,2,22136,4
15555,5086,1,7,0,High,1,54231,1
15556,5086,1,7,6,Low,3,1672,4
15557,5086,1,7,10,Low,2,0,10
15558,5086,4,1,2,High,1,1055683,1
15559,5087,1,6,5,High,1,203237,5
15560,5087,1,6,10,High,1,52468,2
15561,5087,1,6,10,Low,1,52468,2
15562,5088,1,8,5,High,3,188521,8
15563,5088,1,8,6,Low,2,20664,3
15564,5088,1,8,10,Low,2,68824,6
15565,5088,1,8,13,Low,1,0,2
15566,5089,1,6,10,High,3,57018,18
15567,5089,1,6,10,Low,2,57018,18
15568,5089,1,6,13,Low,1,0,1
15569,5090,1,2,10,Low,2,20047,6
15570,5091,1,2,10,Low,1,23937,2
15571,5092,1,2,1,High,1,0,2
15572,5092,3,1,1,High,1,588636,2
15573,5092,1,2,6,Low,1,0,6
15574,5093,1,4,2,High,1,1962254,1
15575,5093,1,4,10,Low,3,86695,8
15576,5094,1,20,5,High,3,0,1
15577,5094,1,20,10,High,5,797780,2
15578,5094,1,20,10,Low,10,797780,2
15579,5094,2,1,10,High,1,0,2
15580,5095,1,2,6,Low,1,9162,1
15581,5095,1,2,10,Low,1,0,5
15582,5096,1,9,6,Low,7,26730,2
15583,5096,1,9,10,Low,1,30211,3
15584,5096,1,9,13,Low,1,0,1
15585,5097,1,4,5,Low,1,0,1
15586,5097,1,4,6,Low,1,6850,1
15587,5097,1,4,10,High,1,23790,19
15588,5097,1,4,10,Low,1,23790,19
15589,5098,1,3,6,Low,1,20600,1
15590,5098,1,3,10,Low,2,41374,4
15591,5099,1,12,0,Low,1,14499,2
15592,5099,1,12,6,Low,7,67901,12
15593,5099,1,12,10,Low,3,88147,39
15594,5099,1,12,13,Low,1,42784,4
15595,5100,1,6,1,High,1,128484,1
15596,5100,1,6,10,High,1,108702,4
15597,5100,1,6,10,Low,2,108702,4
15598,5101,1,5,6,Low,1,0,1
15599,5101,1,5,10,Low,2,72651,17
15600,5102,1,4,10,Low,2,31075,6
15601,5103,1,18,1,High,1,485276,4
15602,5103,1,18,6,Low,11,4664,7
15603,5103,1,18,10,High,1,151880,27
15604,5103,1,18,10,Low,3,151880,27
15605,5103,1,18,13,Low,1,36146,1
15606,5104,1,2,6,Low,1,0,1
15607,5104,1,2,10,High,1,2168,1
15608,5105,1,4,6,Low,1,0,1
15609,5105,1,4,10,Low,1,-1,1
15610,5106,1,2,10,Low,2,27694,4
15611,5106,4,1,13,Low,1,0,1
15612,5107,1,1,10,High,1,16456,1
15613,5108,1,9,4,High,1,0,2
15614,5108,1,9,10,High,2,124416,9
15615,5108,1,9,10,Low,5,124416,9
15616,5109,1,5,5,High,1,129693,2
15617,5109,1,5,10,Low,3,41689,4
15618,5109,1,5,13,Low,1,31924,2
15619,5110,1,14,2,High,1,333859,1
15620,5110,1,14,5,High,1,0,1
15621,5110,1,14,10,Low,9,52297,18
15622,5111,1,4,6,Low,1,6065,1
15623,5111,1,4,10,Low,2,21471,6
15624,5111,1,4,13,Low,1,51081,1
15625,5112,1,1,10,High,1,37808,3
15626,5113,1,11,6,Low,6,25702,2
15627,5113,1,11,10,High,1,71164,2
15628,5113,1,11,13,Low,1,46078,1
15629,5114,1,5,1,High,2,291199,5
15630,5114,1,5,10,High,1,7075,4
15631,5114,1,5,10,Low,2,7075,4
15632,5115,1,13,5,High,1,0,23
15633,5115,1,13,5,Low,2,0,23
15634,5115,1,13,6,Low,3,25396,4
15635,5115,1,13,10,High,2,0,37
15636,5115,1,13,10,Low,3,0,37
15637,5115,1,13,13,Low,1,0,1
15638,5116,1,14,1,High,1,0,6
15639,5116,1,14,5,Low,1,12909,8
15640,5116,1,14,10,High,7,22846,11
15641,5116,1,14,10,Low,4,22846,11
15642,5116,2,1,10,High,1,0,11
15643,5116,4,1,2,High,1,1227222,3
15644,5117,1,10,5,Low,2,0,1
15645,5117,1,10,10,Low,6,14391,24
15646,5117,2,1,10,High,1,0,24
15647,5117,1,10,13,Low,2,0,1
15648,5118,1,3,6,Low,1,0,1
15649,5118,1,3,10,High,1,191053,4
15650,5118,1,3,10,Low,1,191053,4
15651,5119,1,16,1,High,1,0,1
15652,5119,3,5,1,High,1,175163,1
15653,5119,1,16,2,High,1,772987,1
15654,5119,3,5,2,High,1,2776520,1
15655,5119,4,3,2,High,1,0,1
15656,5119,1,16,5,High,3,499858,13
15657,5119,3,5,5,High,1,0,13
15658,5119,1,16,6,Low,2,7000,1
15659,5119,1,16,10,High,4,72445,27
15660,5119,1,16,10,Low,4,72445,27
15661,5119,1,16,12,High,1,0,2
15662,5119,4,3,12,High,1,480695,2
15663,5119,4,3,0,High,1,461029,1
15664,5120,1,9,5,High,2,0,11
15665,5120,1,9,10,High,2,17646,3
15666,5120,1,9,10,Low,4,17646,3
15667,5121,1,13,1,High,1,0,1
15668,5121,1,13,5,Low,1,0,4
15669,5121,1,13,6,Low,1,17495,4
15670,5121,1,13,10,Low,3,79337,11
15671,5122,1,3,10,Low,3,1505,4
15672,5123,1,2,10,Low,2,12091,5
15673,5124,1,4,5,High,1,107228,12
15674,5124,1,4,5,Low,1,107228,12
15675,5124,1,4,13,Low,2,2450,1
15676,5125,1,4,10,High,1,67941,5
15677,5125,1,4,10,Low,1,67941,5
15678,5125,1,4,13,Low,2,0,1
15679,5126,1,7,5,High,1,72570,4
15680,5126,1,7,6,Low,3,22356,1
15681,5126,1,7,10,Low,2,47701,9
15682,5127,1,7,10,High,3,103436,15
15683,5127,1,7,10,Low,2,103436,15
15684,5128,1,5,1,High,2,0,1
15685,5128,4,3,2,High,2,7319523,1
15686,5129,1,10,1,High,1,0,1
15687,5129,1,10,5,High,1,271846,2
15688,5129,1,10,6,Low,2,5550,1
15689,5129,1,10,10,High,1,47291,12
15690,5129,1,10,10,Low,2,47291,12
15691,5129,1,10,13,Low,1,0,5
15692,5129,4,1,2,High,1,1197138,2
15693,5130,1,12,6,Low,2,0,2
15694,5130,1,12,10,Low,10,229776,33
15695,5131,1,3,10,Low,2,11647,3
15696,5131,1,3,13,Low,1,14681,1
15697,5132,1,5,5,High,1,35877,9
15698,5132,1,5,10,Low,4,18377,6
15699,5133,1,2,1,High,1,715600,6
15700,5133,1,2,10,High,1,16501,6
15701,5134,1,6,2,High,1,925469,1
15702,5134,1,6,10,Low,5,71796,10
15703,5135,1,5,6,Low,2,0,1
15704,5135,1,5,10,High,1,142756,8
15705,5135,1,5,10,Low,2,142756,8
15706,5136,1,18,2,High,1,365276,6
15707,5136,1,18,5,High,3,365154,26
15708,5136,1,18,5,Low,1,365154,26
15709,5136,1,18,10,Low,6,23423,7
15710,5136,1,18,12,High,1,0,1
15711,5136,1,18,13,Low,1,0,1
15712,5137,1,2,13,Low,2,39000,1
15713,5137,2,1,10,Low,1,16821,1
15714,5137,4,1,2,High,1,1391382,1
15715,5138,1,4,10,Low,4,75338,9
15716,5139,1,13,5,High,2,93432,9
15717,5139,1,13,5,Low,1,93432,9
15718,5139,1,13,6,Low,2,0,2
15719,5139,1,13,10,High,1,36999,5
15720,5139,1,13,10,Low,3,36999,5
15721,5139,1,13,13,High,1,30156,2
15722,5139,1,13,13,Low,3,30156,2
15723,5140,4,1,5,High,1,383901,1
15724,5141,1,2,10,High,1,19159,3
15725,5141,1,2,10,Low,1,19159,3
15726,5142,1,12,10,High,4,141015,20
15727,5142,1,12,10,Low,7,141015,20
15728,5143,1,1,10,Low,1,0,19
15729,5144,1,2,5,High,1,175887,1
15730,5144,1,2,10,Low,1,16032,1
15731,5145,1,10,0,High,1,163833,1
15732,5145,1,10,2,High,1,1314013,1
15733,5145,1,10,5,High,1,0,6
15734,5145,1,10,5,Low,1,0,6
15735,5145,1,10,10,Low,6,78311,11
15736,5145,4,1,1,High,1,0,2
15737,5146,1,4,1,High,1,236973,4
15738,5146,1,4,10,Low,2,77035,4
15739,5146,1,4,13,Low,1,0,2
15740,5147,1,14,7,Low,5,65500,2
15741,5147,1,14,10,High,1,176797,5
15742,5147,1,14,10,Low,4,176797,5
15743,5148,1,8,2,High,2,1264102,9
15744,5148,1,8,10,High,2,159777,11
15745,5148,1,8,10,Low,3,159777,11
15746,5149,1,2,10,High,1,110994,3
15747,5149,1,2,10,Low,1,110994,3
15748,5150,1,8,1,High,1,0,1
15749,5150,1,8,2,High,1,1457140,3
15750,5150,1,8,5,High,1,0,6
15751,5150,1,8,6,Low,2,30040,1
15752,5150,1,8,10,High,1,54345,28
15753,5150,1,8,10,Low,2,54345,28
15754,5151,1,2,10,High,1,79055,4
15755,5151,1,2,10,Low,1,79055,4
15756,5152,1,2,10,High,1,80935,2
15757,5152,1,2,10,Low,1,80935,2
15758,5153,1,1,10,Low,1,16182,14
15759,5154,1,10,5,High,1,48536,8
15760,5154,1,10,6,Low,6,22120,1
15761,5154,1,10,10,Low,3,10124,8
15762,5155,1,20,0,Low,1,595,2
15763,5155,1,20,2,High,2,0,3
15764,5155,1,20,5,High,3,159635,10
15765,5155,3,1,5,High,1,0,10
15766,5155,4,4,5,High,1,0,10
15767,5155,1,20,6,Low,5,32100,3
15768,5155,1,20,10,High,4,130769,8
15769,5155,1,20,10,Low,3,130769,8
15770,5155,1,20,13,Low,1,0,1
15771,5155,1,20,51,High,1,0,7
15772,5155,4,4,51,High,1,0,7
15773,5156,1,5,5,High,1,147229,3
15774,5156,1,5,10,High,1,63872,6
15775,5156,1,5,10,Low,2,63872,6
15776,5156,1,5,13,Low,1,0,1
15777,5157,1,6,6,Low,2,0,7
15778,5157,1,6,10,High,1,32554,14
15779,5157,1,6,10,Low,2,32554,14
15780,5157,1,6,13,Low,1,0,1
15781,5158,1,2,10,Low,2,4223,3
15782,5159,1,5,5,High,2,0,8
15783,5159,1,5,6,Low,2,0,1
15784,5159,1,5,10,High,1,336719,13
15785,5159,4,2,2,High,2,2000747,5
15786,5160,1,4,6,Low,4,53992,2
15787,5161,1,5,6,Low,3,8615,1
15788,5161,1,5,10,High,1,13092,3
15789,5161,1,5,10,Low,1,13092,3
15790,5162,1,2,5,High,1,93598,1
15791,5162,1,2,10,Low,1,5889,5
15792,5164,1,22,1,High,1,0,3
15793,5164,1,22,2,High,4,2593582,19
15794,5164,1,22,5,High,3,0,12
15795,5164,1,22,5,Low,1,0,12
15796,5164,1,22,10,High,5,68112,18
15797,5164,1,22,10,Low,6,68112,18
15798,5165,1,3,10,Low,2,90751,15
15799,5165,4,1,13,Low,1,0,1
15800,5166,1,3,10,Low,3,39291,4
15801,5167,1,5,10,High,1,48723,4
15802,5167,1,5,10,Low,3,48723,4
15803,5168,1,3,10,High,1,437253,5
15804,5168,1,3,10,Low,2,437253,5
15805,5169,1,17,5,High,3,370129,20
15806,5169,1,17,5,Low,5,370129,20
15807,5169,1,17,6,Low,2,0,4
15808,5169,1,17,10,High,2,182569,21
15809,5169,1,17,10,Low,3,182569,21
15810,5169,1,17,13,Low,2,0,1
15811,5170,1,4,6,Low,3,7938,1
15812,5171,1,9,6,Low,1,0,1
15813,5171,1,9,10,High,2,47303,10
15814,5171,1,9,10,Low,5,47303,10
15815,5171,1,9,12,High,1,0,1
15816,5172,1,9,5,High,4,183541,7
15817,5172,1,9,6,Low,1,0,1
15818,5172,1,9,10,High,2,85759,19
15819,5172,1,9,10,Low,1,85759,19
15820,5173,1,1,1,High,1,171779,2
15821,5173,4,2,1,High,1,0,2
15822,5173,4,2,2,High,1,1512806,3
15823,5174,1,4,6,Low,1,0,1
15824,5174,1,4,10,Low,3,19146,5
15825,5175,1,2,10,Low,2,47075,3
15826,5176,1,1,10,Low,1,27619,2
15827,5177,1,4,10,Low,1,2533,1
15828,5177,1,4,13,Low,1,0,2
15829,5178,1,9,5,Low,1,0,11
15830,5178,1,9,6,Low,2,11187,1
15831,5178,1,9,10,High,1,114159,11
15832,5178,1,9,10,Low,4,114159,11
15833,5178,4,1,8,High,1,206468,2
15834,5179,1,2,10,Low,2,9348,7
15835,5179,4,1,2,High,1,1289460,1
15836,5180,1,4,10,Low,2,1072,14
15837,5181,1,4,10,Low,4,36242,6
15838,5182,1,4,10,Low,4,1006,14
15839,5183,1,3,10,Low,2,29999,5
15840,5184,1,4,5,High,1,224440,1
15841,5184,1,4,10,Low,3,10203,6
15842,5185,1,10,5,Low,1,0,1
15843,5185,1,10,10,High,4,17114,18
15844,5185,1,10,10,Low,5,17114,18
15845,5186,1,4,6,Low,2,19776,3
15846,5186,1,4,10,Low,2,8006,3
15847,5186,4,1,13,Low,1,0,1
15848,5187,1,10,1,High,1,158200,4
15849,5187,1,10,5,High,2,942450,16
15850,5187,1,10,5,Low,1,942450,16
15851,5187,1,10,10,High,1,57490,8
15852,5187,1,10,10,Low,3,57490,8
15853,5187,1,10,13,Low,2,0,1
15854,5188,1,3,10,High,1,88760,3
15855,5188,1,3,10,Low,1,88760,3
15856,5188,1,3,13,Low,1,32210,1
15857,5189,1,1,10,Low,1,1793,2
15858,5190,1,5,6,Low,1,0,1
15859,5190,1,5,10,Low,4,37332,10
15860,5191,1,9,10,High,3,37834,12
15861,5191,1,9,10,Low,6,37834,12
15862,5191,4,2,2,High,2,3060918,1
15863,5192,1,7,10,High,3,52965,11
15864,5192,1,7,10,Low,4,52965,11
15865,5193,1,10,5,High,2,76443,7
15866,5193,1,10,5,Low,2,76443,7
15867,5193,1,10,6,Low,2,0,1
15868,5193,1,10,10,Balanced,1,104380,8
15869,5193,1,10,10,Low,3,104380,8
15870,5194,1,8,6,Low,4,0,1
15871,5194,1,8,10,High,1,32851,7
15872,5194,1,8,10,Low,3,32851,7
15873,5195,1,8,7,High,1,100000,1
15874,5195,1,8,10,High,1,91702,8
15875,5195,1,8,10,Low,4,91702,8
15876,5196,1,3,10,Low,3,75306,4
15877,5197,1,4,5,High,1,526139,4
15878,5197,1,4,10,High,1,164533,7
15879,5197,1,4,10,Low,2,164533,7
15880,5198,1,1,10,Low,1,-9,2
15881,5199,1,3,5,High,1,100000,2
15882,5199,1,3,10,Low,2,2012,4
15883,5200,1,2,10,Low,2,2013,3
15884,5201,1,4,10,High,1,743,8
15885,5201,1,4,10,Low,3,743,8
15886,5202,1,12,5,High,2,536699,3
15887,5202,1,12,10,Low,10,59987,25
15888,5203,1,2,10,Low,1,38899,4
15889,5203,1,2,13,Low,1,0,1
15890,5204,1,4,10,High,1,154997,14
15891,5204,1,4,10,Low,3,154997,14
15892,5205,1,13,5,High,1,25138,2
15893,5205,1,13,5,Low,1,25138,2
15894,5205,1,13,6,Low,9,0,4
15895,5205,1,13,10,High,1,24218,5
15896,5205,1,13,10,Low,1,24218,5
15897,5206,1,3,10,High,1,53113,2
15898,5206,1,3,10,Low,2,53113,2
15899,5207,1,9,3,High,1,0,1
15900,5207,1,9,10,Low,7,25543,9
15901,5208,1,7,10,High,4,176833,17
15902,5208,1,7,10,Low,3,176833,17
15903,5209,1,2,10,Low,2,76455,7
15904,5210,1,8,6,Low,8,20260,7
15905,5211,1,3,5,Low,1,0,1
15906,5211,1,3,10,Low,2,30303,3
15907,5211,4,1,2,High,1,396969,1
15908,5212,1,5,5,High,2,95622,5
15909,5212,1,5,10,Low,3,30411,8
15910,5213,1,6,6,Low,1,2216,1
15911,5213,1,6,10,High,1,55728,5
15912,5213,1,6,10,Low,4,55728,5
15913,5214,1,4,10,Low,3,60135,4
15914,5215,1,3,5,High,1,0,1
15915,5215,1,3,10,High,1,-276,4
15916,5215,1,3,10,Low,1,-276,4
15917,5216,1,6,5,Low,1,33124,2
15918,5216,1,6,6,Low,3,15944,2
15919,5216,1,6,10,High,2,39079,6
15920,5217,1,13,5,High,5,363900,20
15921,5217,1,13,5,Low,1,363900,20
15922,5217,1,13,10,High,1,9511,11
15923,5217,1,13,10,Low,5,9511,11
15924,5217,1,13,13,Low,1,0,1
15925,5218,1,8,0,Low,1,0,1
15926,5218,1,8,5,High,2,794783,3
15927,5218,1,8,6,Low,2,7635,4
15928,5218,1,8,10,High,1,40193,11
15929,5218,4,1,3,High,1,0,1
15930,5219,1,7,6,Low,4,8081,2
15931,5219,1,7,10,Low,3,77988,8
15932,5220,1,13,5,High,2,349717,7
15933,5220,1,13,6,Low,4,27390,1
15934,5220,1,13,8,Low,1,7328,1
15935,5220,1,13,10,High,2,73843,14
15936,5220,1,13,10,Low,4,73843,14
15937,5221,1,10,5,High,3,121082,12
15938,5221,1,10,6,Low,4,16332,1
15939,5221,1,10,10,High,2,128039,8
15940,5221,1,10,10,Low,1,128039,8
15941,5222,1,4,5,High,1,68955,3
15942,5222,1,4,10,Low,2,15632,5
15943,5223,1,5,0,High,1,141522,1
15944,5223,1,5,5,High,1,195268,2
15945,5223,1,5,10,Low,3,62574,9
15946,5224,1,5,5,High,1,81726,2
15947,5224,1,5,6,Low,3,0,3
15948,5224,1,5,13,Low,1,33403,3
15949,5225,1,12,1,High,1,13081,3
15950,5225,4,2,1,High,1,0,3
15951,5225,4,2,1,Low,1,0,3
15952,5225,1,12,5,High,1,150000,7
15953,5225,1,12,6,Low,4,22719,3
15954,5225,1,12,10,High,4,237957,17
15955,5225,1,12,10,Low,2,237957,17
15956,5226,1,27,5,High,1,0,9
15957,5226,1,27,6,Low,11,1513,7
15958,5226,1,27,10,High,2,318160,28
15959,5226,1,27,10,Low,4,318160,28
15960,5226,1,27,13,Low,1,0,1
15961,5227,1,10,5,High,1,0,5
15962,5227,1,10,6,Low,1,0,1
15963,5227,1,10,10,High,4,151928,12
15964,5227,1,10,10,Low,3,151928,12
15965,5227,1,10,13,Low,1,17707,1
15966,5228,1,5,10,High,1,271494,10
15967,5228,1,5,10,Low,2,271494,10
15968,5229,1,1,5,High,1,159685,9
15969,5230,1,3,6,Low,2,7668,5
15970,5230,1,3,10,Low,1,6365,1
15971,5231,1,2,6,Low,2,5110,2
15972,5231,4,1,2,High,1,750000,1
15973,5232,1,8,6,Low,5,18300,1
15974,5232,1,8,10,High,1,161825,5
15975,5232,1,8,10,Low,1,161825,5
15976,5232,1,8,13,Low,1,0,1
15977,5233,1,10,5,Low,3,0,6
15978,5233,1,10,6,Low,1,0,1
15979,5233,1,10,10,High,1,114872,7
15980,5233,1,10,10,Low,4,114872,7
15981,5233,1,10,13,Low,1,0,1
15982,5233,3,2,2,High,2,2614672,8
15983,5233,4,1,2,High,1,1525323,8
15984,5234,1,1,10,Low,1,28477,3
15985,5235,1,6,6,Low,1,0,1
15986,5235,1,6,10,Balanced,1,42586,10
15987,5235,1,6,10,Low,3,42586,10
15988,5235,1,6,13,Low,1,0,1
15989,5236,1,13,6,Low,3,0,1
15990,5236,1,13,7,High,2,0,1
15991,5236,1,13,10,High,1,197848,17
15992,5236,1,13,10,Low,7,197848,17
15993,5237,1,2,10,Low,2,22719,6
15994,5238,1,3,6,Low,2,12500,2
15995,5238,1,3,10,High,1,12732,15
15996,5239,1,5,5,High,1,192272,1
15997,5239,1,5,10,Low,1,42719,2
15998,5239,1,5,13,Low,1,0,2
15999,5240,1,5,10,Low,3,56177,9
16000,5241,1,2,10,Low,2,13314,2
16001,5242,1,3,1,High,1,207536,1
16002,5242,1,3,10,Low,2,9961,7
16003,5243,1,11,5,High,1,54641,6
16004,5243,1,11,6,Low,7,70796,1
16005,5243,1,11,10,High,2,59737,14
16006,5243,1,11,13,Low,1,-4410,1
16007,5244,1,5,5,High,1,105240,2
16008,5244,1,5,6,Low,3,43556,1
16009,5244,1,5,10,Low,1,22447,9
16010,5245,1,7,10,High,2,0,11
16011,5245,1,7,10,Low,4,0,11
16012,5245,4,3,1,High,1,0,4
16013,5246,1,10,10,High,2,486893,14
16014,5246,1,10,10,Low,2,486893,14
16015,5246,4,1,1,High,1,0,5
16016,5247,1,2,10,Low,2,75494,5
16017,5248,1,2,10,High,1,46778,1
16018,5248,1,2,10,Low,1,46778,1
16019,5249,1,6,5,High,1,0,3
16020,5249,1,6,10,Low,2,100864,3
16021,5249,1,6,13,Low,1,0,1
16022,5250,1,4,2,High,1,707158,4
16023,5250,1,4,10,High,2,5903,13
16024,5250,1,4,10,Low,1,5903,13
16025,5251,1,3,5,High,1,45451,4
16026,5251,1,3,10,Low,2,4414,7
16027,5252,1,8,1,High,1,346335,2
16028,5252,1,8,5,High,1,0,3
16029,5252,1,8,10,Low,5,199006,7
16030,5253,1,15,0,High,1,0,1
16031,5253,1,15,1,High,1,0,6
16032,5253,1,15,5,Low,1,0,2
16033,5253,1,15,10,High,4,98113,25
16034,5253,1,15,10,Low,8,98113,25
16035,5253,4,2,2,High,1,408255,3
16036,5254,1,11,10,Balanced,1,293454,31
16037,5254,1,11,10,High,5,293454,31
16038,5254,1,11,10,Low,5,293454,31
16039,5255,1,6,5,High,1,165704,1
16040,5255,1,6,10,High,1,93328,7
16041,5255,1,6,10,Low,3,93328,7
16042,5255,1,6,13,Low,1,0,1
16043,5256,1,3,10,Low,2,14099,6
16044,5256,1,3,13,Low,1,28300,1
16045,5257,1,8,10,High,1,55923,13
16046,5257,1,8,10,Low,7,55923,13
16047,5257,4,3,2,High,2,300220,2
16048,5257,4,3,5,High,1,0,3
16049,5258,1,6,5,High,3,518604,11
16050,5258,1,6,10,Low,2,25345,8
16051,5259,1,6,1,High,2,0,1
16052,5259,1,6,10,High,2,141748,2
16053,5259,1,6,10,Low,2,141748,2
16054,5260,1,4,10,Low,2,6042,1
16055,5261,1,3,5,High,2,172526,3
16056,5261,1,3,10,Low,1,0,5
16057,5262,1,2,10,High,1,8815,6
16058,5262,1,2,10,Low,1,8815,6
16059,5263,1,3,10,High,1,106281,4
16060,5263,1,3,10,Low,2,106281,4
16061,5264,1,9,6,Low,5,16866,5
16062,5264,1,9,10,Low,1,2234,2
16063,5264,1,9,13,Low,1,0,3
16064,5264,4,1,13,Low,1,35743,3
16065,5265,1,8,5,High,1,224232,7
16066,5265,1,8,5,Low,1,224232,7
16067,5265,1,8,10,High,1,82751,23
16068,5265,1,8,10,Low,4,82751,23
16069,5265,1,8,13,Low,1,0,2
16070,5266,1,2,10,Low,1,8901,3
16071,5267,1,4,5,High,1,168754,1
16072,5267,1,4,10,Low,3,25838,5
16073,5268,1,11,5,High,3,300455,14
16074,5268,1,11,5,Low,1,300455,14
16075,5268,1,11,10,Low,4,0,17
16076,5269,1,3,10,Low,3,10547,7
16077,5270,1,2,10,High,1,95923,5
16078,5270,1,2,10,Low,1,95923,5
16079,5270,3,1,2,High,1,6698587,9
16080,5271,1,7,5,High,3,511868,7
16081,5271,1,7,10,Low,3,66735,8
16082,5271,1,7,13,Low,1,0,1
16083,5272,1,4,5,High,2,108493,2
16084,5272,1,4,6,Low,1,12750,1
16085,5272,1,4,10,High,1,74675,7
16086,5273,1,1,10,Low,1,3642,2
16087,5274,1,4,5,High,3,220703,7
16088,5274,1,4,10,Low,1,14698,14
16089,5275,1,9,6,Low,2,0,1
16090,5275,1,9,10,High,4,54918,13
16091,5275,1,9,10,Low,3,54918,13
16092,5275,4,1,2,High,1,0,2
16093,5276,1,4,7,High,1,0,2
16094,5276,1,4,10,Low,2,60017,4
16095,5276,1,4,13,Low,1,28581,1
16096,5277,1,5,0,High,1,99003,1
16097,5277,1,5,10,High,3,0,4
16098,5278,1,9,5,Low,1,0,7
16099,5278,1,9,10,High,3,405823,15
16100,5278,1,9,10,Low,2,405823,15
16101,5279,1,15,1,High,1,0,6
16102,5279,1,15,10,High,1,0,11
16103,5279,1,15,10,Low,3,0,11
16104,5279,1,15,13,Low,2,0,2
16105,5279,1,15,17,High,7,6467828,7
16106,5279,3,9,17,High,9,5636713,7
16107,5280,1,5,5,High,1,0,2
16108,5280,1,5,10,High,1,21272,7
16109,5280,1,5,10,Low,1,21272,7
16110,5281,1,12,1,Low,1,0,3
16111,5281,4,9,1,High,1,893332,3
16112,5281,1,12,10,High,2,115976,27
16113,5281,1,12,10,Low,6,115976,27
16114,5281,4,9,0,High,1,0,2
16115,5282,1,3,5,High,1,88941,6
16116,5282,1,3,10,High,1,65742,2
16117,5282,1,3,10,Low,1,65742,2
16118,5283,1,2,6,Low,1,25837,4
16119,5283,1,2,10,Low,1,-4,7
16120,5284,1,4,6,Low,1,0,2
16121,5284,1,4,10,High,3,10844,7
16122,5285,1,6,6,Low,2,2600,1
16123,5285,1,6,10,Low,3,68504,7
16124,5286,1,7,1,High,1,119945,2
16125,5286,1,7,5,High,2,276000,3
16126,5286,1,7,10,Low,2,13405,2
16127,5286,1,7,13,Low,1,0,4
16128,5287,1,3,10,High,2,174787,14
16129,5287,1,3,10,Low,1,174787,14
16130,5289,1,3,5,High,1,304324,5
16131,5289,1,3,10,High,1,10894,5
16132,5289,1,3,10,Low,1,10894,5
16133,5290,1,3,10,Low,3,82507,7
16134,5291,1,6,5,High,1,122049,2
16135,5291,1,6,6,Low,1,0,1
16136,5291,1,6,7,Low,2,59000,2
16137,5291,1,6,10,Low,1,569,3
16138,5292,1,3,5,High,1,113947,1
16139,5292,1,3,10,Low,2,104447,5
16140,5293,1,12,10,High,1,3029,1
16141,5294,1,6,1,High,1,256037,2
16142,5294,1,6,2,High,1,1186527,1
16143,5294,1,6,5,High,1,0,2
16144,5294,1,6,10,High,1,24280,12
16145,5294,1,6,10,Low,1,24280,12
16146,5295,1,4,6,Low,1,4510,1
16147,5295,1,4,10,Low,2,25759,16
16148,5295,1,4,13,Low,1,23784,1
16149,5296,1,7,1,High,3,562206,2
16150,5296,1,7,5,High,1,262000,1
16151,5296,1,7,10,High,3,-8552,4
16152,5296,4,1,2,High,1,4100000,6
16153,5297,1,5,1,High,1,0,1
16154,5297,1,5,2,High,1,2289115,5
16155,5297,4,1,2,High,1,512692,5
16156,5297,1,5,5,High,1,0,1
16157,5297,1,5,10,Low,1,0,4
16158,5298,1,38,1,Low,1,0,1
16159,5298,1,38,2,Low,1,52691,1
16160,5298,1,38,6,Low,19,35994,15
16161,5298,1,38,10,Balanced,1,37182,31
16162,5298,1,38,10,High,2,37182,31
16163,5298,1,38,10,Low,2,37182,31
16164,5298,1,38,13,Low,12,85778,23
16165,5299,1,5,5,High,2,224896,3
16166,5299,1,5,10,High,1,29340,7
16167,5299,1,5,10,Low,2,29340,7
16168,5300,1,6,1,High,1,217416,7
16169,5300,1,6,6,Low,1,0,2
16170,5300,1,6,10,Low,3,33007,7
